DOE_ID,ScanLevel,P1_MPa,P2_MPa,W_kW,Cp_mg_L,Recovery,RecoveryError,TargetMet,PhysicalFeasible,Success,RootEvalCount,Runtime_s,FailureReason,SelectedBest
1519,coarse,5.09905614916518,7.54611762181129,122.380055747262,455.772923233082,0.491707441236203,5.39724302861533e-07,1,0,1,9,6.8369194,,0
1519,coarse,5.17907974543605,7.48222773490537,119.733042866548,458.450191108149,0.491706919627118,1.81152184364208e-08,1,0,1,11,9.3479247,,0
1519,coarse,5.25910334170692,7.41913604653192,117.179080261707,461.135633121065,0.491725839882706,1.89383708064095e-05,1,0,1,8,6.9259438,,0
1519,coarse,5.33912693797779,7.35590253083219,114.692690050477,463.861819559037,0.491707140609318,2.39097418142098e-07,1,0,1,12,9.0968887,,0
1519,coarse,5.41915053424866,7.29346382301261,112.297200090948,466.596469886224,0.491707518697381,6.17185480999982e-07,1,0,1,11,8.6195673,,0
1519,coarse,5.49917413051953,7.23150493212792,109.983354278755,469.350115758202,0.491708170101944,1.26859004445645e-06,1,0,1,10,7.6635918,,0
1519,coarse,5.5791977267904,7.16999809297303,107.74937826903,472.123143916582,0.491707905844911,1.00433301142289e-06,1,1,1,10,8.6206534,,0
1519,coarse,5.65922132306127,7.10894524616873,105.594265544026,474.914613061309,0.491707563150024,6.61638123955477e-07,1,1,1,10,7.9743091,,0
1519,coarse,5.73924491933214,7.0483386470416,103.516774146522,477.72359312024,0.491707653317698,7.51805798615557e-07,1,1,1,9,7.0370084,,0
1519,coarse,5.81926851560301,6.98813933932095,101.514904793882,480.549892258109,0.49170711823239,2.16720489998323e-07,1,1,1,9,6.898879,,0
1519,coarse,5.89929211187388,6.92833943957904,99.5874819813888,483.391801612174,0.491707086364489,1.84852589291129e-07,1,1,1,11,8.4438918,,0
1519,coarse,5.89929211187388,6.92833943957904,99.5874819813887,483.391801612174,0.491707086364489,1.84852589180107e-07,1,1,1,11,9.5697613,,0
1519,coarse,5.97931570814475,6.86889612732101,97.7325120052347,486.24835525491,0.491706999588174,9.80762743796326e-08,1,1,1,12,9.3299495,,0
